tdate,dis_name,positive_cases
2020-06-04,Kushtia,14
2020-06-04,Satkhira,2
2020-06-04,Jamalpur,25
2020-06-04,Mymensingh,50
2020-06-04,Netrakona,2
2020-06-04,Sherpur,10
2020-06-04,Bogra,38
2020-06-04,Joypurhat,3
2020-06-04,Naogaon,4
2020-06-04,Natore,4
2020-06-04,Pabna,4
2020-06-04,Rajshahi,1
2020-06-04,Sirajganj,7
2020-06-04,Dinajpur,8
2020-06-04,Gaibandha,5
2020-06-04,Lalmonirhat,4
2020-06-04,Nilphamari,2
2020-06-04,Panchagarh,4
2020-06-04,Rangpur,14
2020-06-04,Thakurgaon,16
2020-06-04,Habiganj,2
2020-06-04,Maulvibazar,3
2020-06-04,Sunamganj,27
2020-06-04,Sylhet,89
2020-06-03, ,2
2020-06-03,Barguna,12
2020-06-03,Barisal,66
2020-06-03,Bhola,8
2020-06-03,Jhalokati,10
2020-06-03,Patuakhali,2
2020-06-03,Pirojpur,6
2020-06-03,Bandarban,2
2020-06-03,Brahamanbaria,27
2020-06-03,Chandpur,41
2020-06-03,Chittagong,153
2020-06-03,Comilla,118
2020-06-03,Cox's Bazar,65
2020-06-03,Feni,12
2020-06-03,Lakshmipur,4
2020-06-03,Noakhali,37
2020-06-03,Dhaka,1098
2020-06-03,Faridpur,34
2020-06-03,Gazipur,45
2020-06-03,Gopalganj,3
2020-06-03,Kishoreganj,26
2020-06-03,Madaripur,20
2020-06-03,Manikganj,3
2020-06-03,Munshiganj,96
2020-06-03,Narayanganj,76
2020-06-03,Narsingdi,3
2020-06-03,Rajbari,2
2020-06-03,Shariatpur,11
2020-06-03,Tangail,6
2020-06-03,Bagerhat,10
2020-06-03,Chuadanga,2
2020-06-03,Jessore,11
2020-06-03,Jhenaidah,2
2020-06-03,Khulna,4
2020-06-03,Kushtia,33
2020-06-03,Magura,10
2020-06-03,Meherpur,1
2020-06-03,Satkhira,3
2020-06-03,Jamalpur,39
2020-06-03,Mymensingh,15
2020-06-03,Netrakona,2
2020-06-03,Sherpur,12
2020-06-03,Bogra,19
2020-06-03,Joypurhat,6
2020-06-03,Naogaon,16
2020-06-03,Nawabganj,4
2020-06-03,Pabna,8
2020-06-03,Rajshahi,2
2020-06-03,Sirajganj,3
2020-06-03,Dinajpur,15
2020-06-03,Gaibandha,7
2020-06-03,Kurigram,6
2020-06-03,Nilphamari,6
2020-06-03,Panchagarh,4
2020-06-03,Rangpur,16
2020-06-03,Thakurgaon,2
2020-06-03,Habiganj,4
2020-06-03,Maulvibazar,32
2020-06-03,Sunamganj,10
2020-06-03,Sylhet,67
2020-06-02,Barguna,4
2020-06-02,Barisal,86
2020-06-02,Bhola,10
2020-06-02,Patuakhali,8
2020-06-02,Pirojpur,5
2020-06-02,Bandarban,3
2020-06-02,Brahamanbaria,11
2020-06-02,Chandpur,45
2020-06-02,Chittagong,242
2020-06-02,Comilla,125
2020-06-02,Cox's Bazar,117
2020-06-02,Feni,30
2020-06-02,Khagrachhari,2
2020-06-02,Lakshmipur,5
2020-06-02,Noakhali,91
2020-06-02,Rangamati,3
2020-06-02,Dhaka,1167
2020-06-02,Faridpur,7
2020-06-02,Gazipur,65
2020-06-02,Gopalganj,2
2020-06-02,Kishoreganj,8
2020-06-02,Madaripur,21
2020-06-02,Manikganj,19
2020-06-02,Munshiganj,52
2020-06-02,Narayanganj,167
2020-06-02,Narsingdi,4
2020-06-02,Rajbari,14
2020-06-02,Shariatpur,11
2020-06-02,Tangail,7
2020-06-02,Bagerhat,1
2020-06-02,Chuadanga,3
2020-06-02,Jessore,2
2020-06-02,Jhenaidah,2
2020-06-02,Khulna,25
2020-06-02,Kushtia,10
2020-06-02,Magura,4
2020-06-02,Satkhira,1
2020-06-02,Jamalpur,10
2020-06-02,Mymensingh,10
2020-06-02,Netrakona,5
2020-06-02,Sherpur,11
2020-06-02,Bogra,44
2020-06-02,Joypurhat,7
2020-06-02,Naogaon,19
2020-06-02,Natore,6
2020-06-02,Nawabganj,1
2020-06-02,Pabna,16
2020-06-02,Rajshahi,3
2020-06-02,Sirajganj,4
2020-06-02,Dinajpur,29
2020-06-02,Kurigram,3
2020-06-02,Lalmonirhat,5
2020-06-02,Nilphamari,2
2020-06-02,Rangpur,22
2020-06-02,Habiganj,6
2020-06-02,Maulvibazar,12
2020-06-02,Sylhet,22
2020-06-01,Barguna,8
2020-06-01,Barisal,71
2020-06-01,Bhola,5
2020-06-01,Jhalokati,3
2020-06-01,Patuakhali,6
2020-06-01,Pirojpur,8
2020-06-01,Bandarban,5
2020-06-01,Brahamanbaria,3
2020-06-01,Chandpur,11
2020-06-01,Chittagong,203
2020-06-01,Comilla,54
2020-06-01,Cox's Bazar,106
2020-06-01,Feni,19
2020-06-01,Khagrachhari,3
2020-06-01,Lakshmipur,2
2020-06-01,Noakhali,71
2020-06-01,Rangamati,6
2020-06-01,Dhaka,613
2020-06-01,Faridpur,7
2020-06-01,Gazipur,49
2020-06-01,Gopalganj,1
2020-06-01,Kishoreganj,5
2020-06-01,Madaripur,20
2020-06-01,Manikganj,1
2020-06-01,Munshiganj,3
2020-06-01,Narayanganj,41
2020-06-01,Narsingdi,3
2020-06-01,Rajbari,2
2020-06-01,Shariatpur,8
2020-06-01,Tangail,9
2020-06-01,Bagerhat,2
2020-06-01,Jessore,2
2020-06-01,Khulna,19
2020-06-01,Kushtia,4
2020-06-01,Satkhira,2
2020-06-01,Jamalpur,9
2020-06-01,Mymensingh,46
2020-06-01,Netrakona,12
2020-06-01,Sherpur,1
2020-06-01,Bogra,21
2020-06-01,Natore,3
2020-06-01,Pabna,3
2020-06-01,Rajshahi,8
2020-06-01,Sirajganj,6
2020-06-01,Dinajpur,11
2020-06-01,Gaibandha,6
2020-06-01,Kurigram,2
2020-06-01,Lalmonirhat,2
2020-06-01,Nilphamari,14
2020-06-01,Rangpur,25
2020-06-01,Thakurgaon,12
2020-06-01,Habiganj,1
2020-06-01,Maulvibazar,4
2020-06-01,Sunamganj,6
2020-06-01,Sylhet,82
2020-05-31,Barguna,6
2020-05-31,Barisal,66
2020-05-31,Bhola,9
2020-05-31,Jhalokati,2
2020-05-31,Patuakhali,7
2020-05-31,Pirojpur,7
2020-05-31,Bandarban,7
2020-05-31,Brahamanbaria,4
2020-05-31,Chandpur,38
2020-05-31,Chittagong,224
2020-05-31,Comilla,148
2020-05-31,Cox's Bazar,68
2020-05-31,Feni,67
2020-05-31,Khagrachhari,7
2020-05-31,Lakshmipur,4
2020-05-31,Noakhali,172
2020-05-31,Rangamati,1
2020-05-31,Dhaka,1358
2020-05-31,Faridpur,53
2020-05-31,Gazipur,107
2020-05-31,Gopalganj,30
2020-05-31,Kishoreganj,2
2020-05-31,Madaripur,31
2020-05-31,Manikganj,30
2020-05-31,Munshiganj,56
2020-05-31,Narayanganj,190
2020-05-31,Narsingdi,3
2020-05-31,Rajbari,12
2020-05-31,Shariatpur,6
2020-05-31,Tangail,5
2020-05-31,Bagerhat,7
2020-05-31,Chuadanga,5
2020-05-31,Jessore,9
2020-05-31,Jhenaidah,8
2020-05-31,Khulna,10
2020-05-31,Kushtia,8
2020-05-31,Magura,5
2020-05-31,Meherpur,6
2020-05-31,Narail,4
2020-05-31,Satkhira,7
2020-05-31,Jamalpur,1
2020-05-31,Mymensingh,12
2020-05-31,Netrakona,19
2020-05-31,Sherpur,3
2020-05-31,Bogra,31
2020-05-31,Joypurhat,21
2020-05-31,Naogaon,19
2020-05-31,Natore,3
2020-05-31,Nawabganj,1
2020-05-31,Pabna,7
2020-05-31,Rajshahi,1
2020-05-31,Sirajganj,9
2020-05-31,Dinajpur,11
2020-05-31,Gaibandha,21
2020-05-31,Kurigram,5
2020-05-31,Lalmonirhat,8
2020-05-31,Nilphamari,20
2020-05-31,Panchagarh,12
2020-05-31,Rangpur,28
2020-05-31,Thakurgaon,6
2020-05-31,Habiganj,1
2020-05-31,Maulvibazar,1
2020-05-31,Sunamganj,2
2020-05-31,Sylhet,112
2020-05-30, ,1
2020-05-30,Barguna,1
2020-05-30,Barisal,87
2020-05-30,Bhola,4
2020-05-30,Jhalokati,2
2020-05-30,Patuakhali,4
2020-05-30,Pirojpur,3
2020-05-30,Bandarban,3
2020-05-30,Brahamanbaria,5
2020-05-30,Chandpur,6
2020-05-30,Chittagong,154
2020-05-30,Comilla,95
2020-05-30,Cox's Bazar,66
2020-05-30,Feni,19
2020-05-30,Khagrachhari,1
2020-05-30,Lakshmipur,3
2020-05-30,Noakhali,102
2020-05-30,Dhaka,518
2020-05-30,Faridpur,3
2020-05-30,Gazipur,38
2020-05-30,Gopalganj,6
2020-05-30,Kishoreganj,1
2020-05-30,Madaripur,19
2020-05-30,Manikganj,4
2020-05-30,Munshiganj,3
2020-05-30,Narayanganj,107
2020-05-30,Narsingdi,1
2020-05-30,Rajbari,2
2020-05-30,Shariatpur,2
2020-05-30,Tangail,6
2020-05-30,Bagerhat,2
2020-05-30,Chuadanga,2
2020-05-30,Jhenaidah,3
2020-05-30,Khulna,2
2020-05-30,Kushtia,9
2020-05-30,Magura,2
2020-05-30,Meherpur,3
2020-05-30,Mymensingh,4
2020-05-30,Netrakona,2
2020-05-30,Sherpur,3
2020-05-30,Bogra,38
2020-05-30,Joypurhat,15
2020-05-30,Naogaon,18
2020-05-30,Natore,1
2020-05-30,Pabna,3
2020-05-30,Sirajganj,10
2020-05-30,Dinajpur,23
2020-05-30,Gaibandha,20
2020-05-30,Kurigram,3
2020-05-30,Lalmonirhat,5
2020-05-30,Nilphamari,17
2020-05-30,Panchagarh,12
2020-05-30,Rangpur,13
2020-05-30,Thakurgaon,5
2020-05-30,Habiganj,18
2020-05-30,Maulvibazar,29
2020-05-30,Sunamganj,12
2020-05-30,Sylhet,47
2020-05-29, ,1
2020-05-29,Barguna,8
2020-05-29,Barisal,27
2020-05-29,Bhola,1
2020-05-29,Jhalokati,4
2020-05-29,Patuakhali,7
2020-05-29,Pirojpur,8
2020-05-29,Bandarban,2
2020-05-29,Brahamanbaria,3
2020-05-29,Chandpur,7
2020-05-29,Chittagong,64
2020-05-29,Comilla,22
2020-05-29,Cox's Bazar,46
2020-05-29,Feni,37
2020-05-29,Lakshmipur,1
2020-05-29,Noakhali,35
2020-05-29,Dhaka,553
2020-05-29,Faridpur,2
2020-05-29,Gazipur,29
2020-05-29,Gopalganj,2
2020-05-29,Kishoreganj,2
2020-05-29,Manikganj,3
2020-05-29,Munshiganj,32
2020-05-29,Narayanganj,81
2020-05-29,Narsingdi,4
2020-05-29,Rajbari,1
2020-05-29,Shariatpur,3
2020-05-29,Tangail,4
2020-05-29,Chuadanga,1
2020-05-29,Jhenaidah,1
2020-05-29,Khulna,1
2020-05-29,Kushtia,7
2020-05-29,Magura,1
2020-05-29,Meherpur,1
2020-05-29,Satkhira,1
2020-05-29,Jamalpur,1
2020-05-29,Mymensingh,52
2020-05-29,Netrakona,3
2020-05-29,Sherpur,2
2020-05-29,Bogra,3
2020-05-29,Joypurhat,5
2020-05-29,Naogaon,10
2020-05-29,Nawabganj,4
2020-05-29,Pabna,3
2020-05-29,Rajshahi,1
2020-05-29,Sirajganj,2
2020-05-29,Dinajpur,1
2020-05-29,Gaibandha,2
2020-05-29,Nilphamari,8
2020-05-29,Rangpur,7
2020-05-29,Habiganj,4
2020-05-29,Maulvibazar,1
2020-05-29,Sylhet,2
2020-05-28,Barisal,21
2020-05-28,Bhola,20
2020-05-28,Patuakhali,8
2020-05-28,Pirojpur,1
2020-05-28,Bandarban,10
2020-05-28,Brahamanbaria,8
2020-05-28,Chandpur,8
2020-05-28,Chittagong,350
2020-05-28,Comilla,121
2020-05-28,Cox's Bazar,62
2020-05-28,Feni,20
2020-05-28,Lakshmipur,2
2020-05-28,Noakhali,92
2020-05-28,Rangamati,2
2020-05-28,Dhaka,904
2020-05-28,Faridpur,33
2020-05-28,Gazipur,38
2020-05-28,Gopalganj,10
2020-05-28,Kishoreganj,8
2020-05-28,Madaripur,8
2020-05-28,Manikganj,1
2020-05-28,Munshiganj,49
2020-05-28,Narayanganj,67
2020-05-28,Narsingdi,3
2020-05-28,Rajbari,4
2020-05-28,Shariatpur,12
2020-05-28,Tangail,5
2020-05-28,Chuadanga,1
2020-05-28,Jessore,1
2020-05-28,Jhenaidah,1
2020-05-28,Khulna,13
2020-05-28,Kushtia,14
2020-05-28,Magura,2
2020-05-28,Meherpur,3
2020-05-28,Satkhira,8
2020-05-28,Mymensingh,18
2020-05-28,Netrakona,10
2020-05-28,Sherpur,5
2020-05-28,Naogaon,2
2020-05-28,Natore,4
2020-05-28,Nawabganj,6
2020-05-28,Pabna,4
2020-05-28,Rajshahi,2
2020-05-28,Sirajganj,6
2020-05-28,Dinajpur,11
2020-05-28,Gaibandha,16
2020-05-28,Lalmonirhat,4
2020-05-28,Nilphamari,2
2020-05-28,Panchagarh,2
2020-05-28,Rangpur,25
2020-05-28,Thakurgaon,17
2020-05-28,Sunamganj,8
2020-05-28,Sylhet,104
2020-05-27, ,1
2020-05-27,Barguna,2
2020-05-27,Barisal,5
2020-05-27,Bhola,9
2020-05-27,Jhalokati,2
2020-05-27,Patuakhali,4
2020-05-27,Pirojpur,3
2020-05-27,Bandarban,5
2020-05-27,Brahamanbaria,22
2020-05-27,Chandpur,19
2020-05-27,Chittagong,266
2020-05-27,Comilla,129
2020-05-27,Cox's Bazar,104
2020-05-27,Feni,6
2020-05-27,Khagrachhari,14
2020-05-27,Lakshmipur,61
2020-05-27,Noakhali,42
2020-05-27,Rangamati,2
2020-05-27,Dhaka,819
2020-05-27,Faridpur,1
2020-05-27,Gazipur,39
2020-05-27,Kishoreganj,4
2020-05-27,Madaripur,3
2020-05-27,Manikganj,6
2020-05-27,Munshiganj,6
2020-05-27,Narayanganj,67
2020-05-27,Narsingdi,3
2020-05-27,Shariatpur,1
2020-05-27,Tangail,5
2020-05-27,Chuadanga,1
2020-05-27,Jessore,5
2020-05-27,Jhenaidah,2
2020-05-27,Khulna,14
2020-05-27,Kushtia,8
2020-05-27,Magura,2
2020-05-27,Meherpur,2
2020-05-27,Satkhira,8
2020-05-27,Mymensingh,33
2020-05-27,Netrakona,13
2020-05-27,Sherpur,8
2020-05-27,Bogra,39
2020-05-27,Naogaon,1
2020-05-27,Natore,5
2020-05-27,Nawabganj,12
2020-05-27,Pabna,3
2020-05-27,Rajshahi,2
2020-05-27,Sirajganj,2
2020-05-27,Dinajpur,61
2020-05-27,Gaibandha,8
2020-05-27,Lalmonirhat,11
2020-05-27,Panchagarh,1
2020-05-27,Rangpur,30
2020-05-27,Thakurgaon,6
2020-05-27,Habiganj,2
2020-05-27,Maulvibazar,2
2020-05-27,Sylhet,65
2020-05-26,Barguna,2
2020-05-26,Barisal,48
2020-05-26,Jhalokati,11
2020-05-26,Patuakhali,7
2020-05-26,Pirojpur,2
2020-05-26,Brahamanbaria,22
2020-05-26,Chandpur,4
2020-05-26,Chittagong,214
2020-05-26,Comilla,77
2020-05-26,Cox's Bazar,74
2020-05-26,Feni,11
2020-05-26,Khagrachhari,8
2020-05-26,Noakhali,26
2020-05-26,Dhaka,733
2020-05-26,Gazipur,163
2020-05-26,Kishoreganj,2
2020-05-26,Madaripur,4
2020-05-26,Manikganj,4
2020-05-26,Munshiganj,2
2020-05-26,Narayanganj,73
2020-05-26,Tangail,7
2020-05-26,Jessore,2
2020-05-26,Jhenaidah,2
2020-05-26,Khulna,9
2020-05-26,Kushtia,2
2020-05-26,Magura,2
2020-05-26,Meherpur,1
2020-05-26,Satkhira,5
2020-05-26,Mymensingh,21
2020-05-26,Netrakona,4
2020-05-26,Sherpur,1
2020-05-26,Bogra,32
2020-05-26,Joypurhat,2
2020-05-26,Naogaon,6
2020-05-26,Natore,2
2020-05-26,Nawabganj,6
2020-05-26,Rajshahi,2
2020-05-26,Sirajganj,9
2020-05-26,Dinajpur,14
2020-05-26,Gaibandha,3
2020-05-26,Kurigram,2
2020-05-26,Lalmonirhat,6
2020-05-26,Nilphamari,8
2020-05-26,Panchagarh,4
2020-05-26,Rangpur,18
2020-05-26,Habiganj,10
2020-05-26,Maulvibazar,14
2020-05-26,Sylhet,34
2020-05-25,Barguna,1
2020-05-25,Barisal,27
2020-05-25,Bhola,1
2020-05-25,Patuakhali,6
2020-05-25,Pirojpur,4
2020-05-25,Bandarban,2
2020-05-25,Brahamanbaria,3
2020-05-25,Chandpur,2
2020-05-25,Chittagong,82
2020-05-25,Comilla,31
2020-05-25,Cox's Bazar,16
2020-05-25,Feni,8
2020-05-25,Noakhali,14
2020-05-25,Rangamati,1
2020-05-25,Dhaka,262
2020-05-25,Gazipur,80
2020-05-25,Kishoreganj,1
2020-05-25,Munshiganj,1
2020-05-25,Narayanganj,54
2020-05-25,Narsingdi,1
2020-05-25,Tangail,1
2020-05-25,Bagerhat,2
2020-05-25,Satkhira,1
2020-05-25,Jamalpur,1
2020-05-25,Mymensingh,3
2020-05-25,Bogra,8
2020-05-25,Natore,1
2020-05-25,Nawabganj,2
2020-05-25,Pabna,1
2020-05-25,Sirajganj,2
2020-05-25,Dinajpur,1
2020-05-25,Nilphamari,10
2020-05-25,Rangpur,5
2020-05-25,Thakurgaon,4
2020-05-25,Habiganj,1
2020-05-25,Maulvibazar,1
2020-05-25,Sunamganj,1
2020-05-25,Sylhet,14
2020-05-24,Barguna,9
2020-05-24,Barisal,27
2020-05-24,Jhalokati,4
2020-05-24,Patuakhali,5
2020-05-24,Pirojpur,13
2020-05-24,Bandarban,2
2020-05-24,Brahamanbaria,12
2020-05-24,Chandpur,8
2020-05-24,Chittagong,153
2020-05-24,Comilla,45
2020-05-24,Cox's Bazar,62
2020-05-24,Feni,3
2020-05-24,Khagrachhari,3
2020-05-24,Lakshmipur,2
2020-05-24,Noakhali,39
2020-05-24,Rangamati,8
2020-05-24,Dhaka,630
2020-05-24,Faridpur,5
2020-05-24,Gazipur,84
2020-05-24,Gopalganj,1
2020-05-24,Kishoreganj,3
2020-05-24,Madaripur,31
2020-05-24,Manikganj,38
2020-05-24,Munshiganj,7
2020-05-24,Narayanganj,35
2020-05-24,Narsingdi,4
2020-05-24,Rajbari,23
2020-05-24,Shariatpur,6
2020-05-24,Tangail,12
2020-05-24,Bagerhat,6
2020-05-24,Chuadanga,2
2020-05-24,Jessore,6
2020-05-24,Jhenaidah,1
2020-05-24,Khulna,11
2020-05-24,Kushtia,6
2020-05-24,Meherpur,5
2020-05-24,Narail,2
2020-05-24,Satkhira,2
2020-05-24,Jamalpur,4
2020-05-24,Mymensingh,39
2020-05-24,Netrakona,7
2020-05-24,Sherpur,5
2020-05-24,Bogra,49
2020-05-24,Joypurhat,10
2020-05-24,Naogaon,6
2020-05-24,Natore,1
2020-05-24,Pabna,5
2020-05-24,Rajshahi,1
2020-05-24,Sirajganj,6
2020-05-24,Dinajpur,13
2020-05-24,Gaibandha,5
2020-05-24,Kurigram,3
2020-05-24,Lalmonirhat,1
2020-05-24,Nilphamari,7
2020-05-24,Panchagarh,15
2020-05-24,Rangpur,5
2020-05-24,Thakurgaon,13
2020-05-24,Habiganj,6
2020-05-24,Maulvibazar,9
2020-05-24,Sunamganj,6
2020-05-24,Sylhet,51
2020-05-23, ,1
2020-05-23,Barguna,1
2020-05-23,Barisal,14
2020-05-23,Bhola,7
2020-05-23,Patuakhali,1
2020-05-23,Pirojpur,2
2020-05-23,Bandarban,2
2020-05-23,Brahamanbaria,5
2020-05-23,Chandpur,48
2020-05-23,Chittagong,269
2020-05-23,Comilla,89
2020-05-23,Cox's Bazar,46
2020-05-23,Feni,6
2020-05-23,Khagrachhari,3
2020-05-23,Lakshmipur,2
2020-05-23,Noakhali,34
2020-05-23,Rangamati,8
2020-05-23,Dhaka,699
2020-05-23,Faridpur,9
2020-05-23,Gazipur,38
2020-05-23,Gopalganj,5
2020-05-23,Kishoreganj,3
2020-05-23,Madaripur,7
2020-05-23,Manikganj,2
2020-05-23,Munshiganj,14
2020-05-23,Narayanganj,71
2020-05-23,Narsingdi,2
2020-05-23,Rajbari,7
2020-05-23,Shariatpur,4
2020-05-23,Tangail,2
2020-05-23,Jessore,3
2020-05-23,Jhenaidah,1
2020-05-23,Khulna,3
2020-05-23,Kushtia,3
2020-05-23,Meherpur,4
2020-05-23,Narail,1
2020-05-23,Satkhira,2
2020-05-23,Jamalpur,6
2020-05-23,Mymensingh,18
2020-05-23,Netrakona,21
2020-05-23,Sherpur,9
2020-05-23,Bogra,23
2020-05-23,Joypurhat,8
2020-05-23,Naogaon,13
2020-05-23,Nawabganj,1
2020-05-23,Pabna,5
2020-05-23,Sirajganj,14
2020-05-23,Dinajpur,9
2020-05-23,Gaibandha,5
2020-05-23,Lalmonirhat,1
2020-05-23,Nilphamari,5
2020-05-23,Panchagarh,4
2020-05-23,Rangpur,2
2020-05-23,Thakurgaon,12
2020-05-23,Habiganj,4
2020-05-23,Maulvibazar,3
2020-05-23,Sylhet,21
2020-05-22,Barguna,5
2020-05-22,Barisal,17
2020-05-22,Bhola,6
2020-05-22,Patuakhali,3
2020-05-22,Pirojpur,3
2020-05-22,Bandarban,1
2020-05-22,Brahamanbaria,21
2020-05-22,Chandpur,18
2020-05-22,Chittagong,190
2020-05-22,Comilla,14
2020-05-22,Cox's Bazar,43
2020-05-22,Feni,1
2020-05-22,Khagrachhari,4
2020-05-22,Lakshmipur,2
2020-05-22,Noakhali,53
2020-05-22,Rangamati,1
2020-05-22,Dhaka,685
2020-05-22,Faridpur,15
2020-05-22,Gazipur,49
2020-05-22,Gopalganj,7
2020-05-22,Kishoreganj,4
2020-05-22,Madaripur,2
2020-05-22,Manikganj,7
2020-05-22,Munshiganj,41
2020-05-22,Narayanganj,164
2020-05-22,Narsingdi,4
2020-05-22,Rajbari,2
2020-05-22,Shariatpur,1
2020-05-22,Tangail,10
2020-05-22,Bagerhat,11
2020-05-22,Chuadanga,2
2020-05-22,Jessore,1
2020-05-22,Khulna,9
2020-05-22,Kushtia,1
2020-05-22,Magura,3
2020-05-22,Meherpur,1
2020-05-22,Narail,4
2020-05-22,Satkhira,4
2020-05-22,Jamalpur,14
2020-05-22,Mymensingh,17
2020-05-22,Netrakona,11
2020-05-22,Sherpur,2
2020-05-22,Bogra,40
2020-05-22,Joypurhat,7
2020-05-22,Naogaon,14
2020-05-22,Natore,4
2020-05-22,Pabna,10
2020-05-22,Rajshahi,8
2020-05-22,Sirajganj,7
2020-05-22,Dinajpur,11
2020-05-22,Gaibandha,1
2020-05-22,Lalmonirhat,2
2020-05-22,Nilphamari,5
2020-05-22,Panchagarh,3
2020-05-22,Rangpur,16
2020-05-22,Thakurgaon,5
2020-05-22,Habiganj,1
2020-05-22,Maulvibazar,10
2020-05-22,Sunamganj,7
2020-05-22,Sylhet,38
2020-05-21,Barguna,10
2020-05-21,Barisal,21
2020-05-21,Bhola,4
2020-05-21,Jhalokati,15
2020-05-21,Patuakhali,13
2020-05-21,Pirojpur,6
2020-05-21,Brahamanbaria,34
2020-05-21,Chandpur,5
2020-05-21,Chittagong,117
2020-05-21,Comilla,16
2020-05-21,Cox's Bazar,52
2020-05-21,Feni,1
2020-05-21,Khagrachhari,10
2020-05-21,Lakshmipur,4
2020-05-21,Noakhali,35
2020-05-21,Rangamati,1
2020-05-21,Dhaka,755
2020-05-21,Faridpur,9
2020-05-21,Gazipur,63
2020-05-21,Gopalganj,9
2020-05-21,Kishoreganj,9
2020-05-21,Madaripur,2
2020-05-21,Manikganj,8
2020-05-21,Munshiganj,6
2020-05-21,Narayanganj,23
2020-05-21,Narsingdi,7
2020-05-21,Rajbari,5
2020-05-21,Shariatpur,7
2020-05-21,Tangail,5
2020-05-21,Bagerhat,5
2020-05-21,Chuadanga,3
2020-05-21,Jessore,2
2020-05-21,Jhenaidah,1
2020-05-21,Khulna,15
2020-05-21,Kushtia,1
2020-05-21,Narail,6
2020-05-21,Satkhira,1
2020-05-21,Mymensingh,24
2020-05-21,Netrakona,44
2020-05-21,Sherpur,2
2020-05-21,Bogra,3
2020-05-21,Naogaon,2
2020-05-21,Natore,5
2020-05-21,Nawabganj,4
2020-05-21,Pabna,2
2020-05-21,Rajshahi,2
2020-05-21,Sirajganj,3
2020-05-21,Dinajpur,8
2020-05-21,Kurigram,1
2020-05-21,Lalmonirhat,1
2020-05-21,Nilphamari,6
2020-05-21,Panchagarh,2
2020-05-21,Rangpur,33
2020-05-21,Thakurgaon,1
2020-05-21,Habiganj,18
2020-05-21,Maulvibazar,14
2020-05-21,Sunamganj,2
2020-05-21,Sylhet,22
2020-05-20, ,2
2020-05-20,Barguna,2
2020-05-20,Barisal,7
2020-05-20,Bhola,2
2020-05-20,Jhalokati,2
2020-05-20,Patuakhali,8
2020-05-20,Bandarban,3
2020-05-20,Brahamanbaria,2
2020-05-20,Chandpur,8
2020-05-20,Chittagong,208
2020-05-20,Comilla,23
2020-05-20,Cox's Bazar,48
2020-05-20,Feni,1
2020-05-20,Lakshmipur,8
2020-05-20,Noakhali,28
2020-05-20,Rangamati,16
2020-05-20,Dhaka,608
2020-05-20,Faridpur,31
2020-05-20,Gazipur,24
2020-05-20,Gopalganj,4
2020-05-20,Kishoreganj,7
2020-05-20,Madaripur,4
2020-05-20,Manikganj,4
2020-05-20,Munshiganj,17
2020-05-20,Narayanganj,96
2020-05-20,Rajbari,7
2020-05-20,Shariatpur,8
2020-05-20,Tangail,6
2020-05-20,Bagerhat,3
2020-05-20,Chuadanga,1
2020-05-20,Jessore,5
2020-05-20,Jhenaidah,2
2020-05-20,Khulna,6
2020-05-20,Kushtia,3
2020-05-20,Magura,2
2020-05-20,Narail,2
2020-05-20,Satkhira,5
2020-05-20,Jamalpur,6
2020-05-20,Mymensingh,23
2020-05-20,Netrakona,41
2020-05-20,Bogra,21
2020-05-20,Naogaon,1
2020-05-20,Natore,8
2020-05-20,Pabna,4
2020-05-20,Rajshahi,13
2020-05-20,Sirajganj,6
2020-05-20,Dinajpur,17
2020-05-20,Gaibandha,3
2020-05-20,Kurigram,5
2020-05-20,Lalmonirhat,4
2020-05-20,Nilphamari,6
2020-05-20,Panchagarh,3
2020-05-20,Rangpur,46
2020-05-20,Thakurgaon,6
2020-05-20,Habiganj,1
2020-05-20,Maulvibazar,2
2020-05-20,Sunamganj,5
2020-05-20,Sylhet,23
2020-05-19, ,2
2020-05-19,Barguna,11
2020-05-19,Barisal,25
2020-05-19,Bhola,2
2020-05-19,Jhalokati,4
2020-05-19,Patuakhali,7
2020-05-19,Pirojpur,3
2020-05-19,Bandarban,4
2020-05-19,Brahamanbaria,4
2020-05-19,Chandpur,4
2020-05-19,Chittagong,232
2020-05-19,Comilla,67
2020-05-19,Cox's Bazar,38
2020-05-19,Feni,5
2020-05-19,Khagrachhari,3
2020-05-19,Lakshmipur,8
2020-05-19,Noakhali,18
2020-05-19,Rangamati,20
2020-05-19,Dhaka,558
2020-05-19,Faridpur,18
2020-05-19,Gazipur,6
2020-05-19,Gopalganj,19
2020-05-19,Kishoreganj,1
2020-05-19,Madaripur,7
2020-05-19,Manikganj,17
2020-05-19,Munshiganj,33
2020-05-19,Narayanganj,110
2020-05-19,Narsingdi,6
2020-05-19,Rajbari,7
2020-05-19,Shariatpur,2
2020-05-19,Tangail,6
2020-05-19,Bagerhat,2
2020-05-19,Jessore,3
2020-05-19,Jhenaidah,7
2020-05-19,Khulna,7
2020-05-19,Kushtia,5
2020-05-19,Magura,2
2020-05-19,Narail,2
2020-05-19,Satkhira,2
2020-05-19,Jamalpur,9
2020-05-19,Mymensingh,32
2020-05-19,Netrakona,10
2020-05-19,Sherpur,10
2020-05-19,Bogra,25
2020-05-19,Naogaon,9
2020-05-19,Natore,2
2020-05-19,Nawabganj,5
2020-05-19,Pabna,11
2020-05-19,Sirajganj,5
2020-05-19,Dinajpur,21
