tdate,dis_name,positive_cases
2020-06-19,Khulna,202
2020-06-19,Kushtia,60
2020-06-19,Magura,3
2020-06-19,Meherpur,6
2020-06-19,Narail,8
2020-06-19,Satkhira,5
2020-06-19,Jamalpur,4
2020-06-19,Mymensingh,7
2020-06-19,Netrakona,2
2020-06-19,Bogra,57
2020-06-19,Joypurhat,6
2020-06-19,Naogaon,3
2020-06-19,Natore,5
2020-06-19,Nawabganj,1
2020-06-19,Pabna,11
2020-06-19,Rajshahi,4
2020-06-19,Sirajganj,3
2020-06-19,Dinajpur,24
2020-06-19,Gaibandha,19
2020-06-19,Kurigram,9
2020-06-19,Lalmonirhat,1
2020-06-19,Nilphamari,14
2020-06-19,Panchagarh,8
2020-06-19,Rangpur,39
2020-06-19,Thakurgaon,6
2020-06-19,Habiganj,25
2020-06-19,Maulvibazar,12
2020-06-19,Sunamganj,22
2020-06-19,Sylhet,125
2020-06-18,Barguna,3
2020-06-18,Barisal,42
2020-06-18,Bhola,18
2020-06-18,Jhalokati,10
2020-06-18,Patuakhali,20
2020-06-18,Pirojpur,1
2020-06-18,Bandarban,35
2020-06-18,Brahamanbaria,88
2020-06-18,Chandpur,10
2020-06-18,Chittagong,385
2020-06-18,Comilla,392
2020-06-18,Cox's Bazar,138
2020-06-18,Feni,9
2020-06-18,Khagrachhari,2
2020-06-18,Lakshmipur,10
2020-06-18,Noakhali,58
2020-06-18,Dhaka,1086
2020-06-18,Faridpur,41
2020-06-18,Gazipur,91
2020-06-18,Gopalganj,36
2020-06-18,Kishoreganj,25
2020-06-18,Madaripur,7
2020-06-18,Manikganj,21
2020-06-18,Munshiganj,75
2020-06-18,Narayanganj,62
2020-06-18,Narsingdi,9
2020-06-18,Rajbari,4
2020-06-18,Shariatpur,1
2020-06-18,Tangail,6
2020-06-18,Chuadanga,21
2020-06-18,Jessore,13
2020-06-18,Jhenaidah,20
2020-06-18,Khulna,135
2020-06-18,Kushtia,86
2020-06-18,Magura,2
2020-06-18,Meherpur,4
2020-06-18,Narail,2
2020-06-18,Satkhira,6
2020-06-18,Jamalpur,7
2020-06-18,Mymensingh,9
2020-06-18,Netrakona,4
2020-06-18,Bogra,81
2020-06-18,Joypurhat,10
2020-06-18,Naogaon,15
2020-06-18,Natore,26
2020-06-18,Nawabganj,2
2020-06-18,Pabna,64
2020-06-18,Rajshahi,11
2020-06-18,Sirajganj,6
2020-06-18,Dinajpur,31
2020-06-18,Gaibandha,12
2020-06-18,Kurigram,15
2020-06-18,Lalmonirhat,3
2020-06-18,Nilphamari,17
2020-06-18,Panchagarh,9
2020-06-18,Rangpur,26
2020-06-18,Thakurgaon,8
2020-06-18,Habiganj,3
2020-06-18,Maulvibazar,2
2020-06-18,Sunamganj,4
2020-06-18,Sylhet,61
2020-06-17, ,4
2020-06-17,Barguna,14
2020-06-17,Barisal,133
2020-06-17,Bhola,36
2020-06-17,Jhalokati,9
2020-06-17,Patuakhali,20
2020-06-17,Pirojpur,14
2020-06-17,Bandarban,25
2020-06-17,Brahamanbaria,20
2020-06-17,Chandpur,54
2020-06-17,Chittagong,360
2020-06-17,Comilla,196
2020-06-17,Cox's Bazar,141
2020-06-17,Feni,36
2020-06-17,Khagrachhari,10
2020-06-17,Lakshmipur,9
2020-06-17,Noakhali,39
2020-06-17,Rangamati,30
2020-06-17,Dhaka,1480
2020-06-17,Faridpur,30
2020-06-17,Gazipur,92
2020-06-17,Gopalganj,17
2020-06-17,Kishoreganj,28
2020-06-17,Madaripur,45
2020-06-17,Manikganj,28
2020-06-17,Munshiganj,17
2020-06-17,Narayanganj,285
2020-06-17,Narsingdi,21
2020-06-17,Rajbari,11
2020-06-17,Shariatpur,11
2020-06-17,Tangail,5
2020-06-17,Bagerhat,23
2020-06-17,Chuadanga,26
2020-06-17,Jessore,48
2020-06-17,Jhenaidah,5
2020-06-17,Khulna,173
2020-06-17,Kushtia,42
2020-06-17,Magura,2
2020-06-17,Meherpur,6
2020-06-17,Narail,11
2020-06-17,Satkhira,2
2020-06-17,Jamalpur,8
2020-06-17,Mymensingh,6
2020-06-17,Sherpur,1
2020-06-17,Bogra,107
2020-06-17,Joypurhat,6
2020-06-17,Naogaon,11
2020-06-17,Natore,21
2020-06-17,Nawabganj,9
2020-06-17,Pabna,40
2020-06-17,Rajshahi,6
2020-06-17,Sirajganj,8
2020-06-17,Dinajpur,38
2020-06-17,Gaibandha,15
2020-06-17,Kurigram,3
2020-06-17,Lalmonirhat,3
2020-06-17,Nilphamari,17
2020-06-17,Panchagarh,9
2020-06-17,Rangpur,28
2020-06-17,Thakurgaon,4
2020-06-17,Habiganj,10
2020-06-17,Maulvibazar,3
2020-06-17,Sunamganj,77
2020-06-17,Sylhet,72
2020-06-16, ,1
2020-06-16,Barguna,7
2020-06-16,Barisal,39
2020-06-16,Bhola,17
2020-06-16,Jhalokati,4
2020-06-16,Patuakhali,15
2020-06-16,Pirojpur,7
2020-06-16,Bandarban,10
2020-06-16,Brahamanbaria,3
2020-06-16,Chandpur,30
2020-06-16,Chittagong,404
2020-06-16,Comilla,80
2020-06-16,Cox's Bazar,153
2020-06-16,Feni,85
2020-06-16,Khagrachhari,7
2020-06-16,Lakshmipur,3
2020-06-16,Noakhali,15
2020-06-16,Rangamati,6
2020-06-16,Dhaka,831
2020-06-16,Faridpur,83
2020-06-16,Gazipur,52
2020-06-16,Gopalganj,23
2020-06-16,Kishoreganj,28
2020-06-16,Madaripur,46
2020-06-16,Manikganj,3
2020-06-16,Munshiganj,44
2020-06-16,Narayanganj,128
2020-06-16,Narsingdi,12
2020-06-16,Rajbari,12
2020-06-16,Shariatpur,14
2020-06-16,Bagerhat,4
2020-06-16,Chuadanga,4
2020-06-16,Jessore,27
2020-06-16,Jhenaidah,13
2020-06-16,Khulna,113
2020-06-16,Kushtia,14
2020-06-16,Magura,1
2020-06-16,Meherpur,2
2020-06-16,Narail,7
2020-06-16,Satkhira,9
2020-06-16,Jamalpur,1
2020-06-16,Mymensingh,6
2020-06-16,Netrakona,1
2020-06-16,Sherpur,1
2020-06-16,Bogra,57
2020-06-16,Joypurhat,2
2020-06-16,Naogaon,4
2020-06-16,Pabna,5
2020-06-16,Rajshahi,4
2020-06-16,Sirajganj,3
2020-06-16,Dinajpur,20
2020-06-16,Gaibandha,9
2020-06-16,Kurigram,2
2020-06-16,Nilphamari,7
2020-06-16,Panchagarh,1
2020-06-16,Rangpur,21
2020-06-16,Thakurgaon,2
2020-06-16,Habiganj,4
2020-06-16,Maulvibazar,2
2020-06-16,Sunamganj,48
2020-06-16,Sylhet,36
2020-06-15, ,5
2020-06-15,Barguna,2
2020-06-15,Barisal,71
2020-06-15,Bhola,30
2020-06-15,Jhalokati,7
2020-06-15,Patuakhali,12
2020-06-15,Pirojpur,14
2020-06-15,Bandarban,3
2020-06-15,Brahamanbaria,5
2020-06-15,Chandpur,63
2020-06-15,Chittagong,183
2020-06-15,Comilla,226
2020-06-15,Cox's Bazar,138
2020-06-15,Feni,85
2020-06-15,Khagrachhari,1
2020-06-15,Lakshmipur,8
2020-06-15,Noakhali,34
2020-06-15,Rangamati,14
2020-06-15,Dhaka,1126
2020-06-15,Faridpur,27
2020-06-15,Gazipur,51
2020-06-15,Gopalganj,4
2020-06-15,Kishoreganj,38
2020-06-15,Madaripur,64
2020-06-15,Manikganj,5
2020-06-15,Munshiganj,58
2020-06-15,Narayanganj,150
2020-06-15,Narsingdi,12
2020-06-15,Rajbari,17
2020-06-15,Shariatpur,28
2020-06-15,Tangail,10
2020-06-15,Bagerhat,11
2020-06-15,Chuadanga,4
2020-06-15,Jessore,62
2020-06-15,Jhenaidah,1
2020-06-15,Khulna,41
2020-06-15,Kushtia,37
2020-06-15,Magura,4
2020-06-15,Meherpur,2
2020-06-15,Narail,6
2020-06-15,Satkhira,7
2020-06-15,Jamalpur,7
2020-06-15,Mymensingh,8
2020-06-15,Bogra,128
2020-06-15,Joypurhat,4
2020-06-15,Naogaon,7
2020-06-15,Natore,10
2020-06-15,Nawabganj,2
2020-06-15,Pabna,16
2020-06-15,Rajshahi,5
2020-06-15,Sirajganj,9
2020-06-15,Dinajpur,18
2020-06-15,Gaibandha,16
2020-06-15,Kurigram,4
2020-06-15,Lalmonirhat,9
2020-06-15,Nilphamari,5
2020-06-15,Panchagarh,1
2020-06-15,Rangpur,37
2020-06-15,Thakurgaon,8
2020-06-15,Habiganj,2
2020-06-15,Maulvibazar,1
2020-06-15,Sunamganj,5
2020-06-15,Sylhet,32
2020-06-14,Barguna,22
2020-06-14,Barisal,95
2020-06-14,Bhola,21
2020-06-14,Jhalokati,23
2020-06-14,Patuakhali,47
2020-06-14,Pirojpur,12
2020-06-14,Bandarban,3
2020-06-14,Brahamanbaria,3
2020-06-14,Chandpur,46
2020-06-14,Chittagong,209
2020-06-14,Comilla,136
2020-06-14,Cox's Bazar,89
2020-06-14,Feni,39
2020-06-14,Khagrachhari,12
2020-06-14,Lakshmipur,4
2020-06-14,Noakhali,59
2020-06-14,Dhaka,610
2020-06-14,Faridpur,50
2020-06-14,Gazipur,30
2020-06-14,Gopalganj,22
2020-06-14,Kishoreganj,16
2020-06-14,Madaripur,27
2020-06-14,Manikganj,5
2020-06-14,Munshiganj,7
2020-06-14,Narayanganj,103
2020-06-14,Narsingdi,5
2020-06-14,Rajbari,6
2020-06-14,Shariatpur,17
2020-06-14,Tangail,11
2020-06-14,Bagerhat,2
2020-06-14,Chuadanga,7
2020-06-14,Jessore,22
2020-06-14,Jhenaidah,15
2020-06-14,Khulna,26
2020-06-14,Kushtia,8
2020-06-14,Magura,2
2020-06-14,Meherpur,3
2020-06-14,Narail,1
2020-06-14,Satkhira,4
2020-06-14,Jamalpur,9
2020-06-14,Mymensingh,58
2020-06-14,Netrakona,7
2020-06-14,Sherpur,4
2020-06-14,Bogra,134
2020-06-14,Joypurhat,2
2020-06-14,Naogaon,1
2020-06-14,Natore,2
2020-06-14,Nawabganj,3
2020-06-14,Pabna,16
2020-06-14,Rajshahi,2
2020-06-14,Sirajganj,9
2020-06-14,Dinajpur,14
2020-06-14,Gaibandha,13
2020-06-14,Lalmonirhat,5
2020-06-14,Nilphamari,8
2020-06-14,Panchagarh,1
2020-06-14,Rangpur,19
2020-06-14,Thakurgaon,1
2020-06-14,Habiganj,4
2020-06-14,Maulvibazar,1
2020-06-14,Sunamganj,36
2020-06-14,Sylhet,5
2020-06-13,Barguna,29
2020-06-13,Barisal,34
2020-06-13,Bhola,32
2020-06-13,Jhalokati,1
2020-06-13,Patuakhali,39
2020-06-13,Pirojpur,7
2020-06-13,Bandarban,3
2020-06-13,Brahamanbaria,9
2020-06-13,Chandpur,75
2020-06-13,Chittagong,240
2020-06-13,Comilla,221
2020-06-13,Cox's Bazar,76
2020-06-13,Feni,45
2020-06-13,Khagrachhari,17
2020-06-13,Lakshmipur,12
2020-06-13,Noakhali,52
2020-06-13,Rangamati,15
2020-06-13,Dhaka,987
2020-06-13,Faridpur,35
2020-06-13,Gazipur,47
2020-06-13,Gopalganj,13
2020-06-13,Kishoreganj,3
2020-06-13,Madaripur,42
2020-06-13,Manikganj,4
2020-06-13,Munshiganj,28
2020-06-13,Narayanganj,102
2020-06-13,Narsingdi,14
2020-06-13,Rajbari,39
2020-06-13,Shariatpur,74
2020-06-13,Tangail,13
2020-06-13,Bagerhat,17
2020-06-13,Chuadanga,1
2020-06-13,Jessore,26
2020-06-13,Jhenaidah,4
2020-06-13,Khulna,63
2020-06-13,Kushtia,34
2020-06-13,Magura,4
2020-06-13,Narail,8
2020-06-13,Satkhira,13
2020-06-13,Jamalpur,18
2020-06-13,Mymensingh,33
2020-06-13,Netrakona,5
2020-06-13,Sherpur,13
2020-06-13,Bogra,31
2020-06-13,Naogaon,13
2020-06-13,Natore,1
2020-06-13,Nawabganj,1
2020-06-13,Pabna,11
2020-06-13,Rajshahi,4
2020-06-13,Sirajganj,2
2020-06-13,Dinajpur,16
2020-06-13,Gaibandha,15
2020-06-13,Kurigram,3
2020-06-13,Lalmonirhat,5
2020-06-13,Nilphamari,3
2020-06-13,Panchagarh,6
2020-06-13,Rangpur,38
2020-06-13,Thakurgaon,2
2020-06-13,Habiganj,3
2020-06-13,Maulvibazar,1
2020-06-13,Sunamganj,50
2020-06-13,Sylhet,5
2020-06-12,Barguna,6
2020-06-12,Barisal,115
2020-06-12,Bhola,17
2020-06-12,Jhalokati,7
2020-06-12,Patuakhali,41
2020-06-12,Pirojpur,8
2020-06-12,Bandarban,5
2020-06-12,Brahamanbaria,1
2020-06-12,Chandpur,42
2020-06-12,Chittagong,202
2020-06-12,Comilla,137
2020-06-12,Cox's Bazar,105
2020-06-12,Feni,68
2020-06-12,Khagrachhari,13
2020-06-12,Lakshmipur,3
2020-06-12,Noakhali,15
2020-06-12,Rangamati,7
2020-06-12,Dhaka,729
2020-06-12,Faridpur,46
2020-06-12,Gazipur,40
2020-06-12,Gopalganj,13
2020-06-12,Kishoreganj,32
2020-06-12,Madaripur,63
2020-06-12,Manikganj,12
2020-06-12,Munshiganj,3
2020-06-12,Narayanganj,70
2020-06-12,Narsingdi,19
2020-06-12,Rajbari,6
2020-06-12,Shariatpur,7
2020-06-12,Tangail,5
2020-06-12,Bagerhat,22
2020-06-12,Chuadanga,8
2020-06-12,Jessore,32
2020-06-12,Jhenaidah,22
2020-06-12,Khulna,74
2020-06-12,Kushtia,1
2020-06-12,Magura,6
2020-06-12,Narail,9
2020-06-12,Satkhira,1
2020-06-12,Jamalpur,17
2020-06-12,Mymensingh,57
2020-06-12,Netrakona,2
2020-06-12,Sherpur,7
2020-06-12,Bogra,32
2020-06-12,Joypurhat,4
2020-06-12,Naogaon,12
2020-06-12,Natore,8
2020-06-12,Nawabganj,2
2020-06-12,Pabna,16
2020-06-12,Rajshahi,1
2020-06-12,Sirajganj,1
2020-06-12,Dinajpur,3
2020-06-12,Gaibandha,4
2020-06-12,Kurigram,4
2020-06-12,Lalmonirhat,7
2020-06-12,Nilphamari,8
2020-06-12,Panchagarh,4
2020-06-12,Rangpur,31
2020-06-12,Thakurgaon,2
2020-06-12,Habiganj,4
2020-06-12,Maulvibazar,2
2020-06-12,Sunamganj,17
2020-06-12,Sylhet,51
2020-06-11, ,3
2020-06-11,Barguna,3
2020-06-11,Barisal,100
2020-06-11,Bhola,13
2020-06-11,Jhalokati,11
2020-06-11,Patuakhali,19
2020-06-11,Pirojpur,6
2020-06-11,Bandarban,5
2020-06-11,Brahamanbaria,22
2020-06-11,Chandpur,49
2020-06-11,Chittagong,181
2020-06-11,Comilla,114
2020-06-11,Cox's Bazar,125
2020-06-11,Feni,72
2020-06-11,Lakshmipur,4
2020-06-11,Noakhali,35
2020-06-11,Rangamati,1
2020-06-11,Dhaka,1021
2020-06-11,Faridpur,51
2020-06-11,Gazipur,52
2020-06-11,Gopalganj,18
2020-06-11,Kishoreganj,20
2020-06-11,Madaripur,22
2020-06-11,Manikganj,10
2020-06-11,Munshiganj,63
2020-06-11,Narayanganj,122
2020-06-11,Narsingdi,15
2020-06-11,Rajbari,7
2020-06-11,Shariatpur,7
2020-06-11,Tangail,4
2020-06-11,Bagerhat,3
2020-06-11,Chuadanga,6
2020-06-11,Jessore,17
2020-06-11,Jhenaidah,7
2020-06-11,Khulna,64
2020-06-11,Kushtia,45
2020-06-11,Magura,12
2020-06-11,Narail,5
2020-06-11,Satkhira,3
2020-06-11,Jamalpur,34
2020-06-11,Mymensingh,46
2020-06-11,Netrakona,10
2020-06-11,Sherpur,11
2020-06-11,Bogra,63
2020-06-11,Naogaon,2
2020-06-11,Natore,1
2020-06-11,Nawabganj,1
2020-06-11,Pabna,13
2020-06-11,Rajshahi,4
2020-06-11,Sirajganj,4
2020-06-11,Dinajpur,22
2020-06-11,Gaibandha,18
2020-06-11,Kurigram,6
2020-06-11,Lalmonirhat,2
2020-06-11,Nilphamari,6
2020-06-11,Panchagarh,1
2020-06-11,Rangpur,32
2020-06-11,Thakurgaon,6
2020-06-11,Habiganj,2
2020-06-11,Maulvibazar,2
2020-06-11,Sunamganj,24
2020-06-11,Sylhet,77
2020-06-10,Barguna,10
2020-06-10,Barisal,89
2020-06-10,Bhola,7
2020-06-10,Jhalokati,8
2020-06-10,Patuakhali,58
2020-06-10,Pirojpur,1
2020-06-10,Bandarban,15
2020-06-10,Brahamanbaria,78
2020-06-10,Chandpur,15
2020-06-10,Chittagong,166
2020-06-10,Comilla,61
2020-06-10,Cox's Bazar,156
2020-06-10,Feni,39
2020-06-10,Khagrachhari,1
2020-06-10,Lakshmipur,4
2020-06-10,Noakhali,70
2020-06-10,Dhaka,980
2020-06-10,Faridpur,35
2020-06-10,Gazipur,50
2020-06-10,Gopalganj,21
2020-06-10,Kishoreganj,10
2020-06-10,Madaripur,18
2020-06-10,Manikganj,8
2020-06-10,Munshiganj,8
2020-06-10,Narayanganj,83
2020-06-10,Narsingdi,8
2020-06-10,Rajbari,8
2020-06-10,Shariatpur,10
2020-06-10,Tangail,8
2020-06-10,Bagerhat,4
2020-06-10,Chuadanga,7
2020-06-10,Jessore,30
2020-06-10,Jhenaidah,1
2020-06-10,Khulna,60
2020-06-10,Kushtia,46
2020-06-10,Magura,2
2020-06-10,Meherpur,1
2020-06-10,Narail,6
2020-06-10,Satkhira,6
2020-06-10,Jamalpur,4
2020-06-10,Mymensingh,59
2020-06-10,Netrakona,28
2020-06-10,Sherpur,7
2020-06-10,Bogra,51
2020-06-10,Joypurhat,1
2020-06-10,Naogaon,1
2020-06-10,Natore,9
2020-06-10,Nawabganj,14
2020-06-10,Pabna,37
2020-06-10,Rajshahi,3
2020-06-10,Sirajganj,1
2020-06-10,Dinajpur,13
2020-06-10,Gaibandha,10
2020-06-10,Kurigram,2
2020-06-10,Lalmonirhat,2
2020-06-10,Nilphamari,6
2020-06-10,Panchagarh,6
2020-06-10,Rangpur,34
2020-06-10,Thakurgaon,1
2020-06-10,Habiganj,4
2020-06-10,Maulvibazar,24
2020-06-10,Sunamganj,40
2020-06-10,Sylhet,23
2020-06-09, ,1
2020-06-09,Barguna,27
2020-06-09,Barisal,53
2020-06-09,Bhola,3
2020-06-09,Jhalokati,12
2020-06-09,Patuakhali,3
2020-06-09,Pirojpur,8
2020-06-09,Bandarban,24
2020-06-09,Brahamanbaria,27
2020-06-09,Chandpur,12
2020-06-09,Chittagong,183
2020-06-09,Comilla,103
2020-06-09,Cox's Bazar,144
2020-06-09,Feni,58
2020-06-09,Khagrachhari,4
2020-06-09,Lakshmipur,2
2020-06-09,Noakhali,65
2020-06-09,Dhaka,881
2020-06-09,Faridpur,28
2020-06-09,Gazipur,53
2020-06-09,Gopalganj,15
2020-06-09,Kishoreganj,16
2020-06-09,Madaripur,49
2020-06-09,Manikganj,12
2020-06-09,Munshiganj,137
2020-06-09,Narayanganj,153
2020-06-09,Narsingdi,7
2020-06-09,Rajbari,8
2020-06-09,Shariatpur,13
2020-06-09,Tangail,7
2020-06-09,Bagerhat,4
2020-06-09,Chuadanga,11
2020-06-09,Jessore,4
2020-06-09,Jhenaidah,12
2020-06-09,Khulna,31
2020-06-09,Kushtia,27
2020-06-09,Magura,9
2020-06-09,Meherpur,5
2020-06-09,Narail,2
2020-06-09,Satkhira,2
2020-06-09,Jamalpur,16
2020-06-09,Mymensingh,124
2020-06-09,Netrakona,9
2020-06-09,Sherpur,27
2020-06-09,Bogra,39
2020-06-09,Naogaon,1
2020-06-09,Natore,7
2020-06-09,Nawabganj,5
2020-06-09,Pabna,13
2020-06-09,Rajshahi,7
2020-06-09,Sirajganj,6
2020-06-09,Dinajpur,12
2020-06-09,Gaibandha,24
2020-06-09,Kurigram,4
2020-06-09,Lalmonirhat,2
2020-06-09,Nilphamari,21
2020-06-09,Panchagarh,1
2020-06-09,Rangpur,39
2020-06-09,Thakurgaon,4
2020-06-09,Maulvibazar,1
2020-06-09,Sunamganj,19
2020-06-09,Sylhet,39
2020-06-08,Barguna,7
2020-06-08,Barisal,106
2020-06-08,Bhola,7
2020-06-08,Jhalokati,6
2020-06-08,Patuakhali,9
2020-06-08,Pirojpur,7
2020-06-08,Bandarban,21
2020-06-08,Brahamanbaria,33
2020-06-08,Chandpur,9
2020-06-08,Chittagong,191
2020-06-08,Comilla,101
2020-06-08,Cox's Bazar,162
2020-06-08,Feni,13
2020-06-08,Khagrachhari,17
2020-06-08,Lakshmipur,5
2020-06-08,Noakhali,93
2020-06-08,Dhaka,686
2020-06-08,Faridpur,47
2020-06-08,Gazipur,40
2020-06-08,Gopalganj,14
2020-06-08,Kishoreganj,26
2020-06-08,Madaripur,34
2020-06-08,Manikganj,14
2020-06-08,Munshiganj,60
2020-06-08,Narayanganj,64
2020-06-08,Narsingdi,6
2020-06-08,Rajbari,6
2020-06-08,Shariatpur,4
2020-06-08,Tangail,5
2020-06-08,Bagerhat,1
2020-06-08,Chuadanga,7
2020-06-08,Jessore,15
2020-06-08,Jhenaidah,12
2020-06-08,Khulna,57
2020-06-08,Kushtia,31
2020-06-08,Magura,2
2020-06-08,Meherpur,2
2020-06-08,Narail,21
2020-06-08,Satkhira,4
2020-06-08,Jamalpur,2
2020-06-08,Mymensingh,40
2020-06-08,Sherpur,12
2020-06-08,Bogra,44
2020-06-08,Naogaon,2
2020-06-08,Natore,5
2020-06-08,Pabna,1
2020-06-08,Rajshahi,6
2020-06-08,Sirajganj,2
2020-06-08,Dinajpur,4
2020-06-08,Gaibandha,9
2020-06-08,Kurigram,4
2020-06-08,Lalmonirhat,5
2020-06-08,Nilphamari,5
2020-06-08,Panchagarh,6
2020-06-08,Rangpur,37
2020-06-08,Sunamganj,22
2020-06-08,Sylhet,50
2020-06-07,Barisal,10
2020-06-07,Bhola,8
2020-06-07,Jhalokati,8
2020-06-07,Patuakhali,2
2020-06-07,Pirojpur,2
2020-06-07,Bandarban,1
2020-06-07,Brahamanbaria,26
2020-06-07,Chandpur,2
2020-06-07,Chittagong,171
2020-06-07,Comilla,32
2020-06-07,Cox's Bazar,23
2020-06-07,Feni,75
2020-06-07,Khagrachhari,6
2020-06-07,Lakshmipur,1
2020-06-07,Noakhali,6
2020-06-07,Rangamati,18
2020-06-07,Dhaka,714
2020-06-07,Faridpur,25
2020-06-07,Gazipur,56
2020-06-07,Gopalganj,14
2020-06-07,Kishoreganj,36
2020-06-07,Madaripur,11
2020-06-07,Manikganj,21
2020-06-07,Munshiganj,74
2020-06-07,Narayanganj,147
2020-06-07,Narsingdi,3
2020-06-07,Rajbari,2
2020-06-07,Shariatpur,10
2020-06-07,Tangail,7
2020-06-07,Bagerhat,4
2020-06-07,Chuadanga,11
2020-06-07,Jessore,14
2020-06-07,Jhenaidah,4
2020-06-07,Khulna,37
2020-06-07,Kushtia,17
2020-06-07,Magura,3
2020-06-07,Meherpur,5
2020-06-07,Jamalpur,29
2020-06-07,Mymensingh,75
2020-06-07,Netrakona,8
2020-06-07,Sherpur,4
2020-06-07,Bogra,32
2020-06-07,Naogaon,3
2020-06-07,Nawabganj,4
2020-06-07,Pabna,3
2020-06-07,Sirajganj,5
2020-06-07,Dinajpur,15
2020-06-07,Gaibandha,7
2020-06-07,Kurigram,5
2020-06-07,Nilphamari,1
2020-06-07,Rangpur,22
2020-06-07,Thakurgaon,5
2020-06-07,Habiganj,1
2020-06-07,Maulvibazar,2
2020-06-07,Sunamganj,34
2020-06-07,Sylhet,34
2020-06-06, ,2
2020-06-06,Barguna,1
2020-06-06,Barisal,83
2020-06-06,Bhola,2
2020-06-06,Jhalokati,7
2020-06-06,Patuakhali,8
2020-06-06,Pirojpur,6
2020-06-06,Bandarban,8
2020-06-06,Brahamanbaria,21
2020-06-06,Chandpur,14
2020-06-06,Chittagong,269
2020-06-06,Comilla,42
2020-06-06,Cox's Bazar,69
2020-06-06,Feni,17
2020-06-06,Lakshmipur,9
2020-06-06,Noakhali,64
2020-06-06,Dhaka,660
2020-06-06,Faridpur,34
2020-06-06,Gazipur,32
2020-06-06,Gopalganj,6
2020-06-06,Kishoreganj,36
2020-06-06,Madaripur,36
2020-06-06,Manikganj,13
2020-06-06,Munshiganj,46
2020-06-06,Narayanganj,221
2020-06-06,Narsingdi,5
2020-06-06,Rajbari,12
2020-06-06,Shariatpur,10
2020-06-06,Tangail,3
2020-06-06,Bagerhat,13
2020-06-06,Chuadanga,2
2020-06-06,Jessore,7
2020-06-06,Jhenaidah,4
2020-06-06,Khulna,42
2020-06-06,Kushtia,12
2020-06-06,Magura,1
2020-06-06,Meherpur,3
2020-06-06,Narail,2
2020-06-06,Satkhira,2
2020-06-06,Jamalpur,17
2020-06-06,Mymensingh,78
2020-06-06,Netrakona,8
2020-06-06,Sherpur,11
2020-06-06,Bogra,43
2020-06-06,Nawabganj,1
2020-06-06,Pabna,57
2020-06-06,Rajshahi,2
2020-06-06,Sirajganj,4
2020-06-06,Dinajpur,25
2020-06-06,Gaibandha,11
2020-06-06,Kurigram,2
2020-06-06,Lalmonirhat,2
2020-06-06,Nilphamari,1
2020-06-06,Panchagarh,1
2020-06-06,Rangpur,7
2020-06-06,Thakurgaon,6
2020-06-06,Sunamganj,4
2020-06-06,Sylhet,61
2020-06-05, ,2
2020-06-05,Barguna,4
2020-06-05,Barisal,47
2020-06-05,Bhola,10
2020-06-05,Jhalokati,9
2020-06-05,Patuakhali,5
2020-06-05,Pirojpur,7
2020-06-05,Brahamanbaria,2
2020-06-05,Chandpur,15
2020-06-05,Chittagong,240
2020-06-05,Comilla,45
2020-06-05,Cox's Bazar,2
2020-06-05,Feni,45
2020-06-05,Lakshmipur,5
2020-06-05,Noakhali,17
2020-06-05,Dhaka,795
2020-06-05,Faridpur,19
2020-06-05,Gazipur,36
2020-06-05,Gopalganj,20
2020-06-05,Kishoreganj,21
2020-06-05,Madaripur,4
2020-06-05,Manikganj,20
2020-06-05,Munshiganj,6
2020-06-05,Narayanganj,100
2020-06-05,Narsingdi,6
2020-06-05,Rajbari,4
2020-06-05,Shariatpur,4
2020-06-05,Tangail,2
2020-06-05,Bagerhat,2
2020-06-05,Chuadanga,13
2020-06-05,Jessore,8
2020-06-05,Khulna,6
2020-06-05,Kushtia,17
2020-06-05,Magura,2
2020-06-05,Narail,6
2020-06-05,Satkhira,1
2020-06-05,Jamalpur,2
2020-06-05,Mymensingh,49
2020-06-05,Netrakona,66
2020-06-05,Sherpur,2
2020-06-05,Bogra,28
2020-06-05,Naogaon,5
2020-06-05,Natore,6
2020-06-05,Pabna,29
2020-06-05,Rajshahi,1
2020-06-05,Sirajganj,1
2020-06-05,Dinajpur,7
2020-06-05,Kurigram,2
2020-06-05,Nilphamari,3
2020-06-05,Rangpur,20
2020-06-05,Habiganj,2
2020-06-05,Maulvibazar,1
2020-06-05,Sunamganj,12
2020-06-05,Sylhet,49
2020-06-04,Barguna,9
2020-06-04,Barisal,128
2020-06-04,Bhola,12
2020-06-04,Jhalokati,1
2020-06-04,Patuakhali,5
2020-06-04,Pirojpur,6
2020-06-04,Bandarban,2
2020-06-04,Brahamanbaria,69
2020-06-04,Chandpur,32
2020-06-04,Chittagong,108
2020-06-04,Comilla,208
2020-06-04,Cox's Bazar,18
2020-06-04,Feni,33
2020-06-04,Lakshmipur,2
2020-06-04,Noakhali,73
2020-06-04,Rangamati,1
2020-06-04,Dhaka,990
2020-06-04,Faridpur,30
2020-06-04,Gazipur,70
2020-06-04,Gopalganj,22
2020-06-04,Kishoreganj,26
2020-06-04,Madaripur,36
2020-06-04,Manikganj,73
2020-06-04,Munshiganj,45
2020-06-04,Narayanganj,133
2020-06-04,Narsingdi,7
2020-06-04,Rajbari,3
2020-06-04,Shariatpur,21
2020-06-04,Tangail,12
2020-06-04,Bagerhat,2
2020-06-04,Chuadanga,1
2020-06-04,Jessore,13
2020-06-04,Jhenaidah,2
2020-06-04,Khulna,55
